station_id,lat,lon,alt,x,y
A0469,40.57028,116.13944,544.0,-30514.793051952463,63348.25099118344
A0708,39.97889,117.085,0.0,49940.110919153245,-2178.6023406672984
A0709,39.97889,117.155,0.0,55915.74883435309,-2137.0287561255955
A0710,39.93111,117.055,0.0,47412.13248551007,-7496.856571751762
A0711,39.936943,116.876945,0.0,32198.75507075455,-6929.129988248951
A0713,39.968887,116.97111,0.0,40223.551668249704,-3346.196880488325
A1001,39.9,116.39056,52.0,-9353.457399138855,-11090.893576200111
A1003,39.93139,116.44334,45.0,-4840.320084593893,-7611.882055133435
A1006,39.933056,116.35445,55.0,-12433.660695465218,-7418.39781326578
A1008,39.974724,116.45861,40.0,-3533.609511089233,-2803.981821969017
A1009,39.853054,116.475,37.0,-2138.1252091582046,-16305.708448613408
A1010,39.861946,116.30583,48.0,-16604.228136904134,-15301.219759145995
A1013,39.944443,116.314445,55.0,-15848.466777239282,-6148.480357250687
A1014,39.905277,116.42834,48.0,-6124.06179783461,-10508.609221884224
A1015,39.871387,116.350555,48.0,-12777.867632896317,-14260.973628082735
A1016,39.884445,116.404724,47.0,-8144.755254263596,-12818.35005360672
A1018,39.944443,116.48194,40.0,-1542.5265546414337,-6164.823322946954
A1019,39.915554,116.21167,74.0,-24636.94462101381,-9330.822024185149
A1020,39.871944,116.388885,49.0,-9500.49545216535,-14203.95713064948
A1021,39.806667,116.28139,51.0,-18709.230119674554,-21430.373019209528
A1022,39.878887,116.166115,89.0,-28544.711308350663,-13385.976593596406
A1023,39.83,116.39833,40.0,-8698.244319184763,-18859.22660627926
A1024,39.94528,116.291115,58.0,-17840.887867182722,-6051.192090117265
A1029,39.913887,116.30583,56.0,-16591.670324119026,-9537.581903123304
A1030,39.873055,116.42778,44.0,-6174.816929762397,-14084.095637114651
A1031,39.96417,116.17139,380.0,-28058.844428385426,-3924.2133308598745
A1032,39.996666,116.195,105.0,-26030.53711333101,-325.4208580594247
A1035,39.815834,116.342224,41.0,-13501.098845114522,-20424.15929674029
A1036,39.933334,116.1575,91.0,-29258.007159525594,-7341.4802206114755
A1037,39.808887,116.159164,55.0,-29168.67501785954,-21151.201085911154
A1038,39.9075,116.480835,40.0,-1637.787533620026,-10264.218693957284
A1039,39.971943,116.621666,23.0,10387.471720992688,-3106.310356212078
A1040,40.028057,116.44,44.0,-5118.42577260847,3115.138850126047
A1041,39.830555,116.59111,29.0,7794.734655683641,-18798.618487638356
A1042,39.968334,116.40945,50.0,-7731.2906009496755,-3509.9520502571468
A1043,39.904167,116.23556,63.0,-22599.37050877259,-10600.7136398125
A1045,40.001945,116.24861,37.0,-21453.49778278612,246.09009079618428
A1046,39.84639,116.34111,40.0,-13590.379969825713,-17033.362516924888
A1047,39.856388,116.39139,44.0,-9288.418106945797,-15930.391478135294
A1048,39.925556,116.48055,41.0,-1661.7055544223526,-8260.615020444244
A1049,39.906944,116.35,58.0,-12818.680205768795,-10315.303743355349
A1050,40.08,116.09028,160.0,-34925.402949519186,8957.728562413851
A1051,40.11139,116.09861,73.0,-34199.65197654209,12437.78560467829
A1052,39.9075,116.548615,31.0,4154.502353854489,-10263.261631903177
A1053,39.866943,116.27194,54.0,-19500.868347309068,-14739.864100897456
A1054,40.065556,116.235,47.0,-22593.97523718398,7308.204078776899
A1065,39.90889,116.27611,59.0,-19132.608481966512,-10086.119213208745
A1066,39.857224,116.11389,119.0,-33019.953327496674,-15771.754083481363
A1068,39.968056,116.21028,62.0,-24736.77563647459,-3504.5192508529963
A1069,40.0375,116.20389,52.0,-25256.757965510933,4203.2456344462125
A1070,39.845554,116.21639,59.0,-24258.355509346493,-17099.64426688301
A1072,39.87639,116.52639,33.0,2256.2381598818843,-13716.194772486453
A1076,39.915554,116.39445,47.0,-9018.948543377965,-9365.33595714338
A1085,40.058056,116.524445,24.0,2084.4189748621593,6442.633732710655
A1086,40.023613,116.505554,38.0,473.8263812820968,2620.289889964183
A1087,39.968056,116.51,34.0,853.818140192234,-3544.6806416913455
A1088,39.831944,116.47528,41.0,-2114.827972034073,-18648.1798980142
A1089,39.871387,116.49722,24.0,-237.69606652966058,-14271.683741553406
A1090,39.931946,116.54528,31.0,3868.1242958868716,-7550.740960589644
A1091,39.884167,116.561386,27.0,5247.6597070739645,-12851.74484394307
A1092,39.90889,116.613335,23.0,9685.094818017138,-10103.994059496306
A1093,39.93611,116.621666,32.0,10392.900202463306,-7082.566550940699
A1094,39.948612,116.562775,33.0,5361.362785898197,-5700.47286114769
A1095,39.779167,116.378334,38.0,-10416.675794979761,-24497.72169698242
A1100,39.900833,116.33972,43.0,-13698.405763437266,-10991.884073038
A1101,39.956112,116.38028,41.0,-10223.688225508839,-4863.245997033264
A1102,39.890556,116.19806,69.0,-25809.272735373488,-12100.872470014567
A1103,39.890835,116.16972,78.0,-28231.598164890147,-12061.320677953965
A1104,39.8025,116.075836,80.0,-36303.19285301751,-21829.31406607513
A1109,39.963055,116.12556,143.0,-31972.604100299428,-4032.5041768730616
A1110,39.9725,116.52472,29.0,2110.501631377975,-3051.2997801790066
A1111,39.9275,116.54889,35.0,4176.785571461558,-8043.932839684233
A1112,40.046112,116.58945,37.0,7628.708061065143,5120.771237055121
A1113,40.003887,116.4175,43.0,-7040.317874388298,434.5886104850966
A1114,40.011112,116.52695,35.0,2299.5950133208466,1233.4170171698547
A1115,39.960835,116.42944,47.0,-6025.174608876841,-4343.633159153037
A1116,39.969166,116.550835,30.0,4340.314028629122,-3420.3176232229025
A1117,39.982224,116.575,34.0,6402.31219483794,-1969.8569417399547
A1118,40.054165,116.43806,40.0,-5281.907894186636,6012.405490840852
A1119,40.044445,116.48167,39.0,-1563.305138505144,4932.119549354818
A1120,39.91083,116.44722,63.0,-4510.212756143884,-9893.543500913778
A1121,39.919167,116.441666,58.0,-4984.213456006076,-8968.12617642199
A1122,39.852222,116.590836,46.0,7768.842519160811,-16394.371792648362
A1123,39.93139,116.46445,53.0,-3036.946453166979,-7612.815026427048
A1124,39.875,116.59639,29.0,8241.120105585054,-13866.313625927638
A1125,39.88139,116.46222,43.0,-3229.801789173453,-13161.018141991119
A1126,39.9475,116.46222,44.0,-3226.6918447326702,-5825.071740047445
A1127,39.906113,116.5125,33.0,1068.2367853999606,-10418.229227989808
A1128,39.841946,116.511665,40.0,997.8105721520087,-17538.53970838899
A1129,40.008335,116.476944,39.0,-1967.406731341802,925.1672253046439
A1130,39.892223,116.483055,37.0,-1448.3948489502648,-11959.477573861283
A1131,39.975277,116.40611,41.0,-8015.652854887394,-2739.2153272947553
A1132,39.93222,116.57166,54.0,6121.65773125458,-7518.8577211926
A1133,39.859165,116.50166,30.0,141.9588846627595,-15627.90059026239
A1134,39.843334,116.54361,30.0,3730.2733180811497,-17383.673297114903
A1135,39.970276,116.42639,45.0,-6284.751150769537,-3295.7869455214186
A1136,39.968887,116.40056,46.0,-8490.262948267076,-3447.778417961166
A1137,39.873055,116.46445,40.0,-3039.528663225014,-14085.991382110302
A1138,39.947224,116.43667,36.0,-5408.8725702221545,-5854.460534886455
A1139,39.91528,116.44806,30.0,-4438.144393572131,-9399.788207420508
A1140,39.97222,116.4825,43.0,-1494.091003636218,-3082.5164834070515
A1141,39.91861,116.51111,27.0,949.2759761310325,-9031.50623436039
A1142,39.893612,116.54417,24.0,3775.408897616353,-11804.548682219698
A1143,39.84778,116.08806,166.0,-35233.752102504244,-16809.80418701686
A1146,40.095554,116.17834,37.0,-27412.788783136155,10652.927662753682
A1147,39.78583,116.19,42.0,-26538.647441169567,-23719.32161835317
A1201,39.629166,116.774445,13.0,23548.380988544224,-41113.16076030091
A1202,39.64,116.687775,21.0,16109.259723009207,-39930.27987024573
A1203,39.747223,116.555275,28.0,4734.678411325636,-28047.98942333546
A1204,39.838055,116.86361,20.0,31104.453147923086,-17906.913877363342
A1205,39.92361,116.751114,25.0,21454.437758991022,-8446.50920173132
A1208,39.68667,116.69778,19.0,16956.09660531948,-34749.801269578355
A1209,39.771667,116.76889,18.0,23024.033677071962,-25302.32676473511
A1212,39.8375,116.60944,27.0,9361.974206066676,-18026.20549314027
A1213,39.907223,116.68611,25.0,15904.495115578202,-10278.52516657947
A1214,39.957222,116.67889,25.0,15276.355728714823,-4731.607991725452
A1215,39.758057,116.72361,22.0,19150.67684834559,-26823.25197717502
A1218,39.842777,116.7875,21.0,24592.07652059138,-17406.725563362557
A1219,39.863335,116.62805,25.0,10949.83448511168,-15157.311338637623
A1221,39.86139,116.80222,20.0,25844.181927997543,-15337.183033075586
A1222,39.816387,116.5675,21.0,5776.019343104417,-20372.55985127714
A1223,39.820835,116.63722,16.0,11741.24205110027,-19872.138375007104
A1224,39.785557,116.86806,13.0,31509.178361111895,-23730.70561464112
A1225,39.73861,116.632225,16.0,11327.382080161615,-28996.783281290394
A1226,39.704445,116.785835,10.0,24498.88948542954,-32756.959402499553
A1227,39.896946,116.76639,38.0,22768.414608842613,-11401.495940386149
A1228,39.835,116.83139,11.0,28349.517147964256,-18256.655808508767
A1229,40.014446,116.69055,34.0,16258.485482627733,1620.4167088038062
A1230,39.97333,116.735,19.0,20063.159838779928,-2933.0372647919016
A1231,39.67889,116.87222,18.0,31914.744898817353,-35565.25912644406
A1232,39.720276,116.757774,12.0,22088.709901319024,-31007.643395892264
A1233,39.80389,116.75528,25.0,21848.421795354327,-21730.175308378337
A1234,39.87389,116.657776,30.0,13489.693529209993,-13982.000549456041
A1235,39.699722,116.650276,27.0,12881.040759010448,-33309.46649327067
A1236,39.718056,116.566666,32.0,5712.815691840888,-31283.790950482144
A1237,39.802223,116.571945,11.0,6157.649665182871,-21943.959682795972
A1238,39.826946,116.67834,23.0,15258.31751910319,-19187.806692967148
A1239,39.826668,116.90861,20.0,34959.67624855947,-19153.776080921514
A1240,39.796944,116.80222,13.0,25868.433339057305,-22488.361978919507
A1241,39.823334,116.833885,23.0,28567.806588682648,-19550.362180905915
A1242,39.954445,116.668335,25.0,14375.592074034988,-5041.517216759725
A1243,39.644722,116.712776,28.0,18252.84632533288,-39401.49555378308
A1244,39.73,116.67944,17.0,15374.090932328163,-29945.103742174288
A1245,39.85389,116.704445,26.0,17484.932412748472,-16193.185694849644
A1246,39.863056,116.70639,46.0,17648.92056134759,-15175.700520521457
A1247,39.834167,116.73722,19.0,20293.79749419882,-18374.789282135724
A1248,39.78639,116.70333,19.0,17406.662690343663,-23683.482250521156
A1249,39.90111,116.67028,28.0,14553.000737576682,-10959.56161214644
A1250,39.90139,116.63306,35.0,11371.945252442621,-10933.905057572043
A1251,39.619167,116.646385,20.0,12562.20306899338,-42248.617371573026
A1252,39.52222,116.32111,35.0,-15373.248785755122,-53000.96457393262
A1253,39.693333,116.50305,26.0,261.45784478512763,-34029.26553149609
A1254,39.60278,116.325,25.0,-15021.401120720231,-44062.5279405498
A1255,39.615555,116.51056,24.0,906.2668709215847,-42659.67756031107
A1256,39.697777,116.568054,22.0,5833.476038712643,-33533.92277321616
A1257,39.763054,116.4425,36.0,-4924.131295404649,-26291.20371870797
A1258,39.628334,116.40861,29.0,-7841.700690194591,-41237.720262891424
A1259,39.54139,116.414444,28.0,-7350.377545505903,-50885.72219965838
A1260,39.787777,116.32806,43.0,-14719.136113109555,-23535.23334686565
A1261,39.663612,116.25083,35.0,-21369.013086830142,-37297.325890258006
A1265,39.45778,116.3475,25.0,-13117.612726572499,-60155.56325675763
A1266,39.55,116.327225,41.0,-14841.769264440203,-49919.47925592735
A1267,39.5925,116.24306,38.0,-22058.12270517992,-45186.17162048994
A1268,39.81,116.436386,36.0,-5443.997731671982,-21081.533387884858
A1270,39.73528,116.25278,46.0,-21179.71918947282,-29345.317778264212
A1272,39.66139,116.56194,29.0,5312.200457731867,-37571.91259302417
A1273,39.700832,116.31306,35.6,-16023.465545214947,-33180.35185967879
A1274,39.7675,116.46083,35.0,-3354.187160597346,-25798.71028549708
A1309,39.579445,115.72889,131.0,-66211.0643235943,-46380.12975973794
A1310,39.82,115.882774,168.0,-52813.24040667554,-19790.94159026493
A1311,39.619446,115.89111,89.0,-52252.02576615723,-42049.4720631548
A1312,39.782223,115.52472,1136.0,-83495.17893168106,-23708.849202988127
A1313,39.669724,115.906944,103.0,-50856.121667991385,-36479.777032718936
A1314,39.743332,116.12889,46.0,-31789.795047768086,-28415.02642023117
A1315,39.767776,115.83195,300.0,-57205.38233785117,-25554.407778832196
A1316,39.607224,116.11,34.0,-33474.02203535023,-43510.91462125942
A1317,39.85278,115.66805,643.0,-71151.78199897146,-16004.296052650683
A1318,39.639168,115.5825,175.0,-78712.15072798048,-39634.38455938526
A1319,39.77611,116.032776,101.0,-40003.9166342307,-24739.183237205674
A1320,39.885,115.770836,621.0,-62332.05823243845,-12506.116069671367
A1321,39.705,116.00833,50.0,-42140.50561648725,-32618.417185289443
A1322,39.551945,115.82056,63.0,-58363.282002089574,-49495.5615436348
A1323,39.651943,116.095276,39.0,-34715.25142547116,-38543.19517336899
A1324,39.690277,116.19055,42.0,-26528.379943804375,-34322.31494438788
A1327,39.58278,115.874725,49.0,-53686.631027903335,-46108.183546106484
A1328,39.835556,115.715,422.0,-67153.36723579178,-17951.905503312173
A1339,39.67,116.138054,40.0,-31037.84685360339,-36555.33968722449
A1344,39.656666,115.985275,41.0,-44147.48023926373,-37970.4536868486
A1345,39.683056,116.08083,47.0,-35938.11151639397,-35085.118568304286
A1346,39.805,115.92194,245.0,-49472.82771750761,-21477.845434824412
A1352,40.068054,116.02333,1072.0,-40639.402977943864,7660.496307949367
A1353,39.94278,115.62028,576.0,-75138.55646201865,-5978.651916543875
A1355,39.994167,115.763336,345.0,-62873.041905774415,-387.4108019036862
A1356,39.877224,116.02278,243.0,-40799.68800595533,-13514.74403891848
A1357,39.97278,115.945,281.0,-47383.33599032818,-2872.9767906513757
A1358,40.031944,115.87778,252.0,-53076.34263341387,3730.037479796124
A1359,39.939445,115.500275,691.0,-85392.15871867725,-6240.6195502927685
A1360,39.86722,115.583885,995.0,-78333.20530317012,-14331.450694317582
A1361,39.984165,116.053055,126.0,-38151.85001239278,-1661.4942858604904
A1362,40.07,115.71361,375.0,-67042.71183844315,8063.555130553024
A1363,40.014446,116.13111,256.0,-31475.09919899943,1668.1781543730783
A1364,40.13,115.860275,625.0,-54491.41258189433,14621.496472481134
A1365,40.073055,115.89361,406.0,-51694.99858183627,8282.641426148382
A1366,39.995834,115.63944,640.0,-73445.26730513768,-107.67789110099669
A1367,39.94,115.78361,672.0,-61191.045411076,-6412.0540106020735
A1368,39.883057,115.56611,742.0,-79834.60151470643,-12558.416425319481
A1369,39.975277,115.99944,177.0,-42733.995506562824,-2623.4228268407865
A1370,40.126945,115.815,631.0,-58350.44373605426,14311.156364753933
A1381,39.914165,116.10944,96.0,-33372.82224505153,-9451.679994041147
A1382,40.066666,115.558334,1475.0,-80284.0333147591,7821.951413383403
A1383,40.044724,115.65722,580.0,-71876.55804664147,5302.786070861781
A1384,40.126667,115.702225,428.0,-67957.00885507035,14360.226113878743
A1385,39.9425,115.80583,835.0,-59290.98384005857,-6149.667215857385
A1386,40.005833,115.759445,397.0,-63194.36732365489,909.8408624331258
A1387,40.14611,115.78333,874.0,-61031.03390377544,16459.045888444092
A1388,39.898335,116.02111,280.0,-40929.874237137774,-11171.422458164274
A1390,39.980278,115.803055,445.0,-59495.21563318027,-1955.8510316769703
A1391,39.92611,115.82083,781.0,-58023.67781212212,-7978.220398007653
A1392,40.0575,115.7825,334.0,-61180.88029041109,6626.93811959195
A1393,40.02667,115.70472,681.0,-67843.50562512784,3262.2197525514307
A1394,39.905277,115.65667,806.0,-72069.89270715138,-10170.067644831965
A1395,39.962223,115.46778,836.0,-88138.34255272038,-3681.5546988566243
A1396,39.998333,115.48111,978.0,-86954.37015515107,312.0995124110424
A1397,39.84639,115.55278,806.0,-81017.33371218543,-16614.914090686598
A1398,40.074165,115.9975,805.0,-42837.74209902816,8350.713224068879
A1399,40.049168,115.96028,531.0,-46027.480455293684,5595.438608417261
A1400,40.02833,116.03917,290.0,-39311.74026937206,3245.3509287220627
A1401,40.183056,116.38361,41.0,-9906.427095398598,20320.04156750217
A1402,40.36778,116.30278,334.0,-16740.822957150627,40831.61772627717
A1403,40.293056,116.06389,150.0,-37059.22507669509,32611.249220030302
A1404,40.198334,116.03,215.0,-39994.499344747084,22114.458519739423
A1405,40.226665,116.33222,88.0,-14271.324048945417,25166.377360781313
A1406,40.256668,116.17778,126.0,-27395.869211795773,28531.98736226252
A1407,40.293888,116.24528,129.0,-21645.079325774856,32643.836024565167
A1408,40.220833,116.45306,49.0,-3993.0475000034817,24506.804254193157
A1409,40.14722,116.28555,44.0,-18262.270267944426,16358.794558037605
A1410,40.101944,115.975555,326.0,-44690.37493437034,11444.048032286842
A1415,40.173332,116.34583,39.0,-13123.900766773768,19245.840927427835
A1416,40.11722,116.41917,40.0,-6886.3980334927965,13010.84332515733
A1417,40.21361,115.94611,872.0,-47122.47099764323,23850.640040690123
A1418,40.194443,116.15611,58.0,-29264.93854575567,21633.668193011228
A1419,40.275,116.24167,105.0,-21957.917701958468,30548.651082640274
A1421,40.20222,116.35778,48.0,-12101.528084651629,22449.886925159393
A1422,40.171944,116.07,114.0,-36604.87011211437,19168.771852895505
A1423,40.310276,116.420555,256.0,-6749.303060925963,34434.56113606397
A1424,40.1325,116.333336,36.0,-14195.939792116542,14716.61430379713
A1425,40.16028,116.00806,253.0,-41884.768753026416,17901.701484369758
A1426,40.155556,115.875,690.0,-53217.277349813034,17448.483571102242
A1427,40.20028,116.00056,286.0,-42498.4510161346,22344.03194328828
A1428,40.119446,116.23917,47.0,-22220.93830497944,13287.257021319729
A1432,40.318054,116.20695,129.0,-24893.3786353587,35335.6441242421
A1435,40.2525,116.49194,62.0,-685.3226552233732,28019.95517966435
A1441,40.191113,116.33195,48.0,-14301.729759413387,21221.153356038794
A1442,40.221943,116.211945,60.0,-24503.550464281496,24668.533149716193
A1443,40.146946,116.14889,51.0,-29900.1212566868,16365.316665950051
A1444,40.06361,116.31861,49.0,-15465.81454388296,7074.406207793854
A1445,40.065,116.39111,42.0,-9284.079074256277,7218.584917894704
A1447,40.308334,116.00889,422.0,-41723.5602026795,34331.00491213959
A1448,40.125,116.45528,25.0,-3809.5352122472605,13872.021123866356
A1449,40.325,116.38861,357.0,-9461.168315523744,36071.460868578295
A1450,40.372223,116.21833,515.0,-23907.69825900866,41343.94450776123
A1451,40.455833,115.89389,478.0,-51382.22760817411,50759.76280633522
A1453,40.234722,115.60778,498.0,-75881.83153831215,26426.903785976177
A1455,40.43611,116.2225,528.0,-23531.679251461115,48432.82905146486
A1457,40.653057,116.1775,618.0,-27260.48090206053,72522.86414704856
A1458,40.441666,115.86472,475.0,-53866.24511884226,49204.78443802829
A1459,40.444168,116.06834,603.0,-36599.853550271,49379.09881837753
A1462,40.693054,116.32389,491.0,-14877.586153333465,76927.41168809225
A1463,40.58139,116.19833,635.0,-25526.681335030276,64562.75553673768
A1464,40.451668,115.78222,569.0,-60852.44820305009,50367.86492837143
A1468,40.357224,115.9975,632.0,-42660.625392013666,39761.90101242659
A1470,40.407776,115.849724,480.0,-55165.19722146206,45453.00023048941
A1471,40.519722,115.93972,499.0,-47452.5223081435,57824.63059207785
A1473,40.63,116.319725,724.0,-15243.596938846367,69929.94502305894
A1474,40.751667,116.428055,487.0,-6072.588801727933,83420.60433869423
A1475,40.538055,116.34389,754.0,-13218.143374682077,59721.674211960104
A1476,40.415554,116.238335,458.0,-22195.591703953552,46147.505739371314
A1477,40.668335,116.48111,487.0,-1596.3897379543157,74169.36946755892
A1478,40.406113,116.093056,570.0,-34523.51805898031,45146.002115961324
A1480,40.55472,116.42028,597.0,-6748.398610105199,61562.6407459094
A1481,40.412224,115.90083,504.0,-50826.44503084639,45916.226332383994
A1482,40.456665,115.98722,483.0,-43469.85595714503,50802.428307717164
A1483,40.44278,116.287224,472.0,-18041.40352771929,49157.95830972356
A1484,40.521667,116.358055,766.0,-12021.662686854797,57900.89767793762
A1485,40.43139,116.1875,690.0,-26501.464126216804,47918.83774785221
A1486,40.594723,116.08889,618.0,-34780.38094486115,66079.52606324575
A1487,40.466946,115.869446,498.0,-53445.67739936325,52007.42557499896
A1501,40.181946,117.32861,115.0,70526.52217405417,20518.270951258663
A1502,40.059444,117.01611,20.0,44007.43187675359,6723.802710398804
A1503,40.301666,117.0425,119.0,46093.987914632504,33616.35883643885
A1504,40.14528,117.221664,35.0,61457.05546251239,16370.375482984098
A1505,40.198334,117.16778,74.0,56824.256702167055,22221.89370937509
A1506,40.205555,117.233055,102.0,62372.074600137195,23066.849081171258
A1507,40.350555,117.16194,326.0,56201.84413517642,39110.25408385885
A1508,40.204445,116.936386,96.0,37130.8298424901,22778.052806161304
A1509,40.1275,117.14917,23.0,55297.93904953659,14349.896719533694
A1510,40.25028,117.210556,369.0,60418.21311550962,28014.42858773114
A1513,40.129444,116.99167,30.0,41880.65929101712,14479.745147495494
A1514,40.07611,117.14278,95.0,54794.7637287113,8643.384404444781
A1515,40.21639,117.29278,122.0,67442.95849387518,24312.686232761713
A1517,40.299446,117.1675,295.0,56716.38770238696,33442.10386364249
A1518,40.158333,117.03639,38.0,45670.58847436828,17707.48043155893
A1519,40.25722,117.10639,320.0,51555.939515569386,28719.12047887736
A1520,40.24111,117.32333,192.0,70016.47581277917,27079.37347157574
A1521,40.278057,117.2725,453.0,65658.43339114139,31140.6473753636
A1522,40.25611,116.983055,80.0,41070.64671731477,28531.847127079196
A1530,40.120834,117.08861,27.0,50144.25000244426,13574.362901019114
A1531,40.217777,117.031944,58.0,45252.666448717566,24301.678208583147
A1532,40.30611,117.11916,340.0,52603.94733416833,34151.96968118756
A1533,40.084446,117.045555,29.0,46501.119959263175,9513.14521140578
A1534,40.181946,117.01195,19.0,43574.63061637727,20315.554870035998
A1535,40.116943,117.18056,40.0,57980.713967044314,13198.371022650123
A1536,40.137222,117.115555,26.0,52427.123521108,15408.403638677439
A1537,40.28417,117.24834,287.0,63599.313178481774,31801.48515278686
A1538,40.327778,117.04972,205.0,46689.55914070918,36517.83874828407
A1551,40.166668,116.659164,33.0,13550.341145407896,18507.07903365397
A1552,40.181667,116.686386,33.0,15864.38715133462,20176.023291133308
